id	description	en	local
def_winch_electric_node_3_label		Fluid	Fluid
def_winch_electric_node_3_desc		Fluid connection for the hose coil.	Fluid connection for the hose coil.
def_winch_electric_b_name		winch end	winch end
def_winch_electric_b_desc
def_winch_electric_b_s_desc
def_winch_electric_b_node_0_label		Fluid	Fluid
def_winch_electric_b_node_0_desc		Fluid connection for the end of the hose.	Fluid connection for the end of the hose.
def_winch_huge_a_name		Huge Winch (Deprecated)	Huge Winch (Deprecated)
def_winch_huge_a_desc		The winch is operated electrically, and outputs its current length.	The winch is operated electrically, and outputs its current length.
def_winch_huge_a_s_desc		A building block attached to the end of a 500m mechanical winch that can be raised and lowered.	A building block attached to the end of a 500m mechanical winch that can be raised and lowered.
def_winch_huge_a_node_0_label		Up	Up
def_winch_huge_a_node_0_desc		Raises the winch cable up when receiving an on signal.	Raises the winch cable up when receiving an on signal.
def_winch_huge_a_node_1_label		Down	Down
def_winch_huge_a_node_1_desc		Lowers the winch cable down when receiving an on signal.	Lowers the winch cable down when receiving an on signal.
def_winch_huge_a_node_2_label		Length	Length
def_winch_huge_a_node_2_desc		The current length of the winch cable in metres.	The current length of the winch cable in metres.
def_winch_huge_a_node_3_label		Electric	Electric
def_winch_huge_a_node_3_desc		Electrical power connection.	Electrical power connection.
def_winch_huge_a_node_4_label		Fluid	Fluid
def_winch_huge_a_node_4_desc		Fluid connection for the hose coil.	Fluid connection for the hose coil.
def_winch_huge_b_name		winch end	winch end
def_winch_huge_b_desc
def_winch_huge_b_s_desc
def_winch_huge_b_node_0_label		Fluid	Fluid
def_winch_huge_b_node_0_desc		Fluid connection for the end of the hose.	Fluid connection for the end of the hose.
def_winch_large_a_name		Large Winch (Deprecated)	Large Winch (Deprecated)
def_winch_large_a_desc		The winch is operated electrically, and outputs its current length.	The winch is operated electrically, and outputs its current length.
def_winch_large_a_s_desc		A building block attached to the end of a 100m mechanical winch that can be raised and lowered.	A building block attached to the end of a 100m mechanical winch that can be raised and lowered.
def_winch_large_a_node_0_label		Up	Up
def_winch_large_a_node_0_desc		Raises the winch cable up when receiving an on signal.	Raises the winch cable up when receiving an on signal.
def_winch_large_a_node_1_label		Down	Down
def_winch_large_a_node_1_desc		Lowers the winch cable down when receiving an on signal.	Lowers the winch cable down when receiving an on signal.
def_winch_large_a_node_2_label		Length	Length
def_winch_large_a_node_2_desc		The current length of the winch cable in metres.	The current length of the winch cable in metres.
def_winch_large_a_node_3_label		Electric	Electric
def_winch_large_a_node_3_desc		Electrical power connection.	Electrical power connection.
def_winch_large_a_node_4_label		Fluid	Fluid
def_winch_large_a_node_4_desc		Fluid connection for the hose coil.	Fluid connection for the hose coil.
def_winch_large_b_name		winch end	winch end
def_winch_large_b_desc
def_winch_large_b_s_desc
def_winch_large_b_node_0_label		Fluid	Fluid
def_winch_large_b_node_0_desc		Fluid connection for the end of the hose.	Fluid connection for the end of the hose.
def_window_1x1_name		Window 1x1	Window 1x1
def_window_1x1_desc		Sits flush with walls and ceilings.	Sits flush with walls and ceilings.
def_window_1x1_s_desc		Basic window piece.	Basic window piece.
def_window_1x1_inv_pyramid_name		Window Inverse Pyramid 1x1	Window Inverse Pyramid 1x1
def_window_1x1_inv_pyramid_desc
def_window_1x1_inv_pyramid_s_desc		Basic window piece.	Basic window piece.
def_window_1x1_pyramid_name		Window Pyramid 1x1x1	Window Pyramid 1x1x1
def_window_1x1_pyramid_desc
def_window_1x1_pyramid_s_desc		Basic window piece.	Basic window piece.
def_window_1x1_wedge_name		Window Angle 1x1x1	Window Angle 1x1x1
def_window_1x1_wedge_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_1x1_wedge_s_desc		Basic window piece.	Basic window piece.
def_window_2x1_name		Window 1x2	Window 1x2
def_window_2x1_desc		Sits flush with walls and ceilings.	Sits flush with walls and ceilings.
def_window_2x1_s_desc		Basic window piece.	Basic window piece.
def_window_2x2_name		Window 2x2	Window 2x2
def_window_2x2_desc		Sits flush with walls and ceilings.	Sits flush with walls and ceilings.
def_window_2x2_s_desc		Basic window piece.	Basic window piece.
def_window_3x2_name		Window 2x3	Window 2x3
def_window_3x2_desc		Sits flush with walls and ceilings.	Sits flush with walls and ceilings.
def_window_3x2_s_desc		Basic window piece.	Basic window piece.
def_window_angle_l_2x3x3_name		Window Angle 2x3x3	Window Angle 2x3x3
def_window_angle_l_2x3x3_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_angle_l_2x3x3_s_desc		Basic window piece.	Basic window piece.
def_window_angle_m_1x2x2_name		Window Angle 1x2x2	Window Angle 1x2x2
def_window_angle_m_1x2x2_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_angle_m_1x2x2_s_desc		Basic window piece.	Basic window piece.
def_window_angle_m_2x2x2_name		Window Angle 2x2x2	Window Angle 2x2x2
def_window_angle_m_2x2x2_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_angle_m_2x2x2_s_desc		Basic window piece.	Basic window piece.
def_window_angle_m_3x2x2_name		Window Angle 3x2x2	Window Angle 3x2x2
def_window_angle_m_3x2x2_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_angle_m_3x2x2_s_desc		Basic window piece.	Basic window piece.
def_window_angle_s_1x2_name		Window Angle 2x1x1	Window Angle 2x1x1
def_window_angle_s_1x2_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_angle_s_1x2_s_desc		Basic window piece.	Basic window piece.
def_window_angle_xl_1x4x4_name		Window Angle 1x4x4	Window Angle 1x4x4
def_window_angle_xl_1x4x4_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_angle_xl_1x4x4_s_desc		Basic window piece.	Basic window piece.
def_window_angle_xl_2x4x4_name		Window Angle 2x4x4	Window Angle 2x4x4
def_window_angle_xl_2x4x4_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_angle_xl_2x4x4_s_desc		Basic window piece.	Basic window piece.
def_window_angle_xl_3x4x4_name		Window Angle 3x4x4	Window Angle 3x4x4
def_window_angle_xl_3x4x4_desc		An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.	An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
def_window_angle_xl_3x4x4_s_desc		Basic window piece.	Basic window piece.
def_window_corner_name		Window Corner 3x4	Window Corner 3x4
def_window_corner_desc		Corner windows are triangular in shape, making them useful for creating corners between angled windows.	Corner windows are triangular in shape, making them useful for creating corners between angled windows.
