id	description	en	local
def_seat_racing_node_10_label		Hotkey 3 [$[action_hotkey_3]]	ホットキー3 [$[action_hotkey_3]]
def_seat_racing_node_10_desc		Outputs an on signal when [$[action_hotkey_3]] is held, and off when it is not.	[$[action_hotkey_3]] と連動したオン/オフ信号を出力します.
def_seat_racing_node_11_label		Hotkey 4 [$[action_hotkey_4]]	ホットキー4 [$[action_hotkey_4]]
def_seat_racing_node_11_desc		Outputs an on signal when [$[action_hotkey_4]] is held, and off when it is not.	[$[action_hotkey_4]] と連動したオン/オフ信号を出力します.
def_seat_racing_node_12_label		Hotkey 5 [$[action_hotkey_5]]	ホットキー5 [$[action_hotkey_5]]
def_seat_racing_node_12_desc		Outputs an on signal when [$[action_hotkey_5]] is held, and off when it is not.	[$[action_hotkey_5]] と連動したオン/オフ信号を出力します.
def_seat_racing_node_13_label		Hotkey 6 [$[action_hotkey_6]]	ホットキー6 [$[action_hotkey_6]]
def_seat_racing_node_13_desc		Outputs an on signal when [$[action_hotkey_6]] is held, and off when it is not.	[$[action_hotkey_6]] と連動したオン/オフ信号を出力します.
def_seat_racing_node_14_label		Seat data	座席情報
def_seat_racing_node_14_desc		Outputs the axis, hotkey and occupied data from the seat. (On/Off 1+ : Hotkeys) (On/Off 31 : Trigger) (On/Off 32 : Occupied) (Value 1 : [$[action_left]]/[$[action_right]]) (Value 2 : [$[action_up]]/[$[action_down]]) (Value 3 : [$[action_pedal_left]]/[$[action_pedal_right]]) (Value 4 : [$[action_throttle_up]]/[$[action_throttle_down]]) (Value 9 : Look X)  (Value 10 : Look Y)	座席の操作情報を出力します. (オン/オフチャンネル 1-6: 対応するホットキーの状態を出力します. 31: トリガーボタンを出力します. 32: 誰かが座っていたらオン信号を出力します. 数値チャンネル 1-4: 対応する軸を出力します. 9-10: それぞれ視点x軸, y軸を出力します.)
def_seat_racing_node_15_label		Headset Audio	ヘッドセット音声信号出力
def_seat_racing_node_15_desc			ヘッドセットが選択されているときに, 座っているプレイヤーからの音声を出力します.
def_seat_racing_node_16_label		Headset Audio	ヘッドセット音声信号入力
def_seat_racing_node_16_desc			ヘッドセットが選択されているときに, 座っているプレイヤーへ音声を再生します.
def_seat_space_name		Space Seat	宇宙用運転席
def_seat_space_desc		It provides 4 number outputs that produce a standard value ranging from -1 to 1, and 6 on/off outputs. You can get in and out of the space seat by interacting with it using [$[action_use_seat]].	キーボードなどで-1から1の範囲を操作できる数値信号を4個, オン/オフ信号を6個提供し, 使用している人の視点方向も出力されます. [$[action_use_seat]] を使用したり使用をやめたりします. キーの挙動などはプロパティウィンドウから設定できます.
def_seat_space_s_desc		The space seat lets you translate keyboard presses into output signals that can control logic components.	キー押下で論理システムを制御できるように信号を出力します.
def_seat_space_node_0_label		Occupied	使用中
def_seat_space_node_0_desc		Outputs an on signal if the handle is occupied by a character.	誰かが使用しているとオン信号を出力します.
def_seat_space_node_1_label		Trigger [$[action_trigger]]	トリガーボタン [$[action_trigger]]
def_seat_space_node_1_desc		Outputs an on signal when [$[action_trigger]] is held, and off when it is not.	[$[action_trigger]] と連動したオン/オフ信号を出力します.
def_seat_space_node_2_label		Look X	視点 (x軸)
def_seat_space_node_2_desc		Outputs the character look direction in turns along the X-axis.	使用している人が向いているx軸方向を回転単位で出力します.
def_seat_space_node_3_label		Look Y	視点 (y軸)
def_seat_space_node_3_desc		Outputs the character look direction in turns along the Y-axis.	使用している人が向いているy軸方向を回転単位で出力します.
def_seat_space_node_4_label		Axis 1 [$[action_left]]/[$[action_right]]	軸1 [$[action_left]]/[$[action_right]]
def_seat_space_node_4_desc		Outputs a standard value between -1 and 1, controlled using [$[action_left]] and [$[action_right]]. [$[action_left]] causes the output value to move towards -1, and [$[action_right]] moves it towards 1.	[$[action_left]] と [$[action_right]] を押して操作した-1から1の範囲の数値出力します. [$[action_left]] を押すと数値が下がり, [$[action_right]] を押すと数値が上がります.
def_seat_space_node_5_label		Axis 2 [$[action_up]]/[$[action_down]]	軸2 [$[action_up]]/[$[action_down]]
def_seat_space_node_5_desc		Outputs a standard value between -1 and 1, controlled using [$[action_up]] and [$[action_down]]. [$[action_down]] causes the output value to move towards -1, and [$[action_up]] moves it towards 1.	[$[action_up]] と [$[action_down]] を押して操作した-1から1の範囲の数値出力します. [$[action_down]] を押すと数値が下がり, [$[action_up]] を押すと数値が上がります.
def_seat_space_node_6_label		Axis 3 [$[action_pedal_left]]/[$[action_pedal_right]]	軸3 [$[action_pedal_left]]/[$[action_pedal_right]]
def_seat_space_node_6_desc		Outputs a standard value between -1 and 1, controlled using [$[action_pedal_left]] and [$[action_pedal_right]]. [$[action_pedal_left]] causes the output value to move towards -1, and [$[action_pedal_right]] moves it towards 1.	[$[action_pedal_left]] と [$[action_pedal_right]] を押して操作した-1から1の範囲の数値出力します. [$[action_pedal_left]] を押すと数値が下がり, [$[action_pedal_right]] を押すと数値が上がります.
def_seat_space_node_7_label		Axis 4 [$[action_throttle_up]]/[$[action_throttle_down]]	軸4 [$[action_throttle_up]]/[$[action_throttle_down]]
def_seat_space_node_7_desc		Outputs a standard value between -1 and 1, controlled using [$[action_throttle_up]] and [$[action_throttle_down]]. [$[action_throttle_down]] causes the output value to move towards -1, and [$[action_throttle_up]] moves it towards 1.	[$[action_throttle_up]] と [$[action_throttle_down]] を押して操作した-1から1の範囲の数値出力します. [$[action_throttle_down]] を押すと数値が下がり, [$[action_throttle_up]] を押すと数値が上がります.
def_seat_space_node_8_label		Hotkey 1 [$[action_hotkey_1]]	ホットキー1 [$[action_hotkey_1]]
def_seat_space_node_8_desc		Outputs an on signal when [$[action_hotkey_1]] is held, and off when it is not.	[$[action_hotkey_1]] と連動したオン/オフ信号を出力します.
def_seat_space_node_9_label		Hotkey 2 [$[action_hotkey_2]]	ホットキー2 [$[action_hotkey_2]]
def_seat_space_node_9_desc		Outputs an on signal when [$[action_hotkey_2]] is held, and off when it is not.	[$[action_hotkey_2]] と連動したオン/オフ信号を出力します.
def_seat_space_node_10_label		Hotkey 3 [$[action_hotkey_3]]	ホットキー3 [$[action_hotkey_3]]
def_seat_space_node_10_desc		Outputs an on signal when [$[action_hotkey_3]] is held, and off when it is not.	[$[action_hotkey_3]] と連動したオン/オフ信号を出力します.
def_seat_space_node_11_label		Hotkey 4 [$[action_hotkey_4]]	ホットキー4 [$[action_hotkey_4]]
def_seat_space_node_11_desc		Outputs an on signal when [$[action_hotkey_4]] is held, and off when it is not.	[$[action_hotkey_4]] と連動したオン/オフ信号を出力します.
def_seat_space_node_12_label		Hotkey 5 [$[action_hotkey_5]]	ホットキー5 [$[action_hotkey_5]]
def_seat_space_node_12_desc		Outputs an on signal when [$[action_hotkey_5]] is held, and off when it is not.	[$[action_hotkey_5]] と連動したオン/オフ信号を出力します.
def_seat_space_node_13_label		Hotkey 6 [$[action_hotkey_6]]	ホットキー6 [$[action_hotkey_6]]
def_seat_space_node_13_desc		Outputs an on signal when [$[action_hotkey_6]] is held, and off when it is not.	[$[action_hotkey_6]] と連動したオン/オフ信号を出力します.
def_seat_space_node_14_label		Seat data	座席情報
def_seat_space_node_14_desc		Outputs the axis, hotkey and occupied data from the helm. (On/Off 1+ : Hotkeys) (On/Off 31 : Trigger) (On/Off 32 : Occupied) (Value 1 : [$[action_left]]/[$[action_right]]) (Value 2 : [$[action_up]]/[$[action_down]]) (Value 3 : [$[action_pedal_left]]/[$[action_pedal_right]]) (Value 4 : [$[action_throttle_up]]/[$[action_throttle_down]]) (Value 9 : Look X)  (Value 10 : Look Y)	座席の操作情報を出力します. (オン/オフチャンネル 1-6: 対応するホットキーの状態を出力します. 31: トリガーボタンを出力します. 32: 誰かが座っていたらオン信号を出力します. 数値チャンネル 1-4: 対応する軸を出力します. 9-10: それぞれ視点x軸, y軸を出力します.)
def_seat_space_node_15_label		Headset Audio	ヘッドセット音声信号出力
def_seat_space_node_15_desc			ヘッドセットが選択されているときに, 使用しているプレイヤーからの音声を出力します.
def_seat_space_node_16_label		Headset Audio	ヘッドセット音声信号入力
def_seat_space_node_16_desc			ヘッドセットが選択されているときに, 使用しているプレイヤーへ音声を再生します.
def_seat_space_node_17_label		Fluid In	流体システム
def_seat_space_node_17_desc			
def_seat_stretcher_name		Stretcher	ストレッチャー
def_seat_stretcher_desc		You can get in and out of the stretcher by interacting with it using [$[action_use_seat]]. You can place a rescued survivor in any stretcher by using [$[action_use_seat]] while carrying them.	[$[action_use_seat]] を押して寝たり起きたりします. 意識がある人を担いでいる時に [$[action_use_seat]] を押してその人を寝かせます.
def_seat_stretcher_s_desc		A strecher that connects below an attachment point.	オブジェクトの下部に取り付けられるストレッチャーです.
def_seat_stretcher_node_0_label		Occupied	使用中
def_seat_stretcher_node_0_desc		Outputs an on signal if this bed is occupied by a character.	誰かが寝ているとオン信号を出力します.
def_separator_name		Centrifugal Separator	遠心分離器
def_separator_desc		Provide torque to begin spinning the separator, fluid output ports will separate with increased effectiveness based on the spin speed.	動力を与えると回転します. 回転速度が速いほど流体の分離速度が速くなります.
